string_id,sources,decoded_cp949,clean_text,raw_hex,sha256
5625,trigger_119_wav; trigger_120_wav; trigger_121_wav; trigger_122_wav; trigger_123_wav; trigger_124_wav; trigger_125_wav; trigger_136_wav; trigger_137_wav; trigger_138_wav; trigger_139_wav; trigger_140_wav; trigger_141_wav; trigger_142_wav; trigger_143_wav; trigger_144_wav; trigger_145_wav; trigger_146_wav; trigger_147_wav; trigger_148_wav; trigger_149_wav; trigger_150_wav; trigger_151_wav; trigger_152_wav; trigger_153_wav; trigger_154_wav; trigger_155_wav; trigger_156_wav; trigger_157_wav; trigger_158_wav; trigger_159_wav; trigger_160_wav; trigger_161_wav; trigger_162_wav; trigger_163_wav; trigger_164_wav; trigger_165_wav; trigger_166_wav; trigger_167_wav; trigger_169_wav; trigger_170_wav; trigger_171_wav; trigger_172_wav; trigger_173_wav; trigger_174_wav; trigger_175_wav; trigger_176_wav; trigger_177_wav; trigger_178_wav; trigger_179_wav,staredit\wav\JoHap.wav,staredit\wav\JoHap.wav,73746172656469745c7761765c4a6f4861702e776176,3cec3038eee7cee9ed87b369b7f612e04c7e35f8d6efbc345848bbc8e1704802
5627,trigger_147_text,"











스테이지 19 클리어!
스컬지를 잘 운반하셨군요!","스테이지 19 클리어!
스컬지를 잘 운반하셨군요!",0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a1303bdbac5d7c0ccc1f6200431392006c5acb8aebeee210d0a1304bdbac4c3c1f6b8a620c0df20bfeeb9ddc7cfbcccb1babfe421,5903da8043d7783678a7574b934c72bb678c45a0fee567a343d3413f1e42af5b
5630,custom_unit_97_name,Wall,Wall,1f5705616c6c,f7faac4d6d7ba18dd4b0a2b4c8b6b0b15309fd49280e48f2de68b50e72995227
5693,trigger_206_text,마스터 키를 획득하셨습니다.,마스터 키를 획득하셨습니다.,1306b8b6bdbac5cd20c5b0b8a620c8b9b5e6c7cfbcccbdc0b4cfb4d92e,87ce524345b6964df592ebd14a44df2001d1f181529bf0b7821782871d520299
5781,trigger_167_text,"











스테이지 39 클리어!
답은 은근히 쉬운 곳에 있습니다","스테이지 39 클리어!
답은 은근히 쉬운 곳에 있습니다",0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a1303bdbac5d7c0ccc1f6200433392006c5acb8aebeee210d0a1304b4e4c0ba20c0bab1d9c8f720bdacbfee20b0f7bfa120c0d6bdc0b4cfb4d9,d3a575bf451968d35ec8089a25c792f8473de51ce0a0647225522dda43b0fb03
5784,trigger_1_text,"











                                                     미궁 50개의 방






",                                                     미궁 50개의 방,0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202007b9ccb1c3203530b0b3c0c720b9e60d0a0d0a0d0a0d0a0d0a0d0a0d0a,59239b46a007252b3492f4108b3898f1d46fcc59ef5c3f587ccf5a72de10e690
5788,trigger_188_text,124  137  250  373  516  839  ???,124  137  250  373  516  839  ???,073132342020313337202032353020203337332020353136202038333920200f3f3f3f,4bb2350321fce878f0f0f08b3b10d045d37dbd589c22aa5bd199826c9351fc5a
5790,trigger_1_text,"











                                                     미궁 50개으






",                                                     미궁 50개으,0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202004b9ccb1c3203530b0b3c0b80d0a0d0a0d0a0d0a0d0a0d0a0d0a,ea2772595a816ca6a6376e52769f93e79e466e57ec26adfef7a42ff081399fce
5799,trigger_164_text,"











스테이지 36 클리어!
2011년 11월 10일, 70만 수험생의 모든 것이 끝나는 수능 날입니다","스테이지 36 클리어!
2011년 11월 10일, 70만 수험생의 모든 것이 끝나는 수능 날입니다",0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a1303bdbac5d7c0ccc1f6200433362006c5acb8aebeee210d0a130432303131b3e2203131bff9203130c0cf2c203730b8b820bcf6c7e8bbfdc0c720b8f0b5e720b0cdc0cc20b3a1b3aab4c220bcf6b4c920b3afc0d4b4cfb4d9,45e5155696209af6605680733f5e4c9c919a4a15a2f668e88a4aac92283c86c2
5801,trigger_1_text,"
















",,0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a,098d80a80d49a191f2f5cf7bd7443f1c517b53321f057e29e54b89c6b3b44360
5805,custom_unit_36_name,Hidden Key,Hidden Key,1f481e696464656e201f4b1e6579,c5550c5df18efe11d538b85d5a17344626b79ac75ecb42821a8c993b9f0afe0e
5822,custom_unit_2_name,Vulture,Vulture,1f5605756c74757265,f0ff5cbd3a5a98739779f6aaac209d2d7dc61d45a86917f99debe873667af6bb
5913,trigger_1_text,"











                                                     미궁






",                                                     미궁,0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202004b9ccb1c30d0a0d0a0d0a0d0a0d0a0d0a0d0a,8460047b9a85564fd9efa36480218ca2605751281287eab5ad28d36944be1995
5914,trigger_231_text,"A row  B column

A × B × B = ?","A row  B column

A × B × B = ?",074120726f7720204220636f6c756d6e0d0a0d0a0f4120a1bf204220a1bf2042203d203f,604d82ade7437c2854387ef5b227833067fecc42652055f15c9b255acbe8f5c2
5980,trigger_1_text,"











                                                     미궁 50ㄱ






",                                                     미궁 50ㄱ,0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202004b9ccb1c3203530a4a10d0a0d0a0d0a0d0a0d0a0d0a0d0a,28e7bb2548db2490fe4c19fc1f9519fd907de07450f5c08c8318e5e5b933392f
6008,trigger_137_text,"











스테이지 9 클리어!
공격, 방어도 아닌 계급이 다르네요!","스테이지 9 클리어!
공격, 방어도 아닌 계급이 다르네요!",0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a1303bdbac5d7c0ccc1f62004392006c5acb8aebeee210d0a1304b0f8b0dd2c20b9e6beeeb5b520bec6b4d120b0e8b1dec0cc20b4d9b8a3b3d7bfe421,4a543d9a7d9e77bff6ce21436490d4f4bc889c2311bd3b07d1c73d2bb8bad2c6
6122,custom_unit_68_name,공정한 대결,공정한 대결,04b0f8c1a4c7d120b4ebb0e1,77140f85bc3e5ac7464c3f3076031202874780afd3aed8977efbcc6d3db8ad31
6178,trigger_1_text,"











                                                     미궁 50개의 방






",                                                     미궁 50개의 방,0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202004b9ccb1c3203530b0b3c0c720b9e60d0a0d0a0d0a0d0a0d0a0d0a0d0a,3fcad89b83b7d84dc728ab78aa47ca46a3df9a0a359d93a9e006761ddbac5b9e
6180,custom_unit_169_name,Fleet Beacon,Fleet Beacon,1f46056c65657420426561636f6e,fdb800a9726541a3f44d3a5c4daab4d288e306eb0e26440e281f09d6fec09f8a
6188,trigger_1_text,"











                                                     미궁 50개의 ㅂ






",                                                     미궁 50개의 ㅂ,0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202004b9ccb1c3203530b0b3c0c720a4b20d0a0d0a0d0a0d0a0d0a0d0a0d0a,75e40ab6366a2e29de8e0fa368aff75b689be6fac1b2dc05fe69164fa8e63538
6189,trigger_208_text,"Psi used = 0

Psi total + Psi max = ?","Psi used = 0

Psi total + Psi max = ?",075073692075736564203d20300d0a0d0a0f50736920746f74616c202b20507369206d6178203d203f,d5c6a9b6221c51e884b93acffbc91d0af74a56c82eb3401f125b31bc920a23b2
6191,trigger_172_text,"











스테이지 43 클리어!
스타게이트에서 1, 2, 3, 4가 되는 유닛들에 서면 됩니다","스테이지 43 클리어!
스타게이트에서 1, 2, 3, 4가 되는 유닛들에 서면 됩니다",0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a1303bdbac5d7c0ccc1f6200434332006c5acb8aebeee210d0a1304bdbac5b8b0d4c0ccc6aebfa1bcad20312c20322c20332c2034b0a120b5c7b4c220c0afb4d6b5e9bfa120bcadb8e920b5cbb4cfb4d9,dbc323c695d34aaad77d8baed72705a0a5cf42b2226c486d851c363d9e602adb
6215,trigger_157_text,"











스테이지 29 클리어!
제가 어이없게도라는 말을 했었던 26탄에 답이 있네요","스테이지 29 클리어!
제가 어이없게도라는 말을 했었던 26탄에 답이 있네요",0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a1303bdbac5d7c0ccc1f6200432392006c5acb8aebeee210d0a1304c1a6b0a120beeec0ccbef8b0d4b5b5b6f3b4c220b8bbc0bb20c7dfbefab4f8203236c5babfa120b4e4c0cc20c0d6b3d7bfe4,713de239596e42d48b62d0468179bda0c2929f091e064f77740343bb66044a73
6437,mission_briefing_text,미궁 - 50개의 방,미궁 - 50개의 방,06b9ccb1c320042d20033530b0b3c0c720b9e6,95a1076b0231c803e268f48f02dcf63373a59b7963a56ed646552c581cd034b5
6446,custom_unit_138_name,Characteristic,Characteristic,044368617261637465726973746963,84f08343c9b3f840269ae7c7c417defa12e9f6006ed59ce02f860dc9e4604190
6450,custom_unit_23_name,Edmund Duke(Tank),Edmund Duke(Tank),1f4505646d756e642044756b652854616e6b29,7b29feef4655f3de6151d53ce36dbdaf535f33ed08b8729bee96fb7592ec5ea3
6454,trigger_215_text,"T + I = 13

EYY + QUP = ?","T + I = 13

EYY + QUP = ?",0754202b2049203d2031330d0a0d0a0f455959202b20515550203d203f,bb06a8539c242e111d8177bf34b4fc006de7a57854a0ce1eee8101b0545f3351
6469,custom_unit_1_name,Ghost,Ghost,1f4705686f7374,e97363daad2a6ff91d981df63ed1de3e85a7d342479b972667d1afdb9566cb3c
6505,trigger_2_wav,staredit\wav\BGM3.wav,staredit\wav\BGM3.wav,73746172656469745c7761765c42474d332e776176,4d67718be33f183cbd7cdb21a1270ed1479f51cf2c8697ef4bae2535dbe0f8e5
6583,custom_unit_15_name,BGM On/Off,BGM On/Off,07420347064d20054f6e2f4f6666,37285c4d66b5e8f0ef466c2453683601866d13a80ea7eed654c0db5cabb6e402
6585,trigger_219_text,sanctuary,sanctuary,0f73616e637475617279,b864bfdba9249a15951c68baecb3d1bc08764f34584729a82f5453a0b39632a5
6652,trigger_123_text,"











스테이지 5 클리어!
옵저버를 찾아내셨군요!","스테이지 5 클리어!
옵저버를 찾아내셨군요!",0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a0d0a1303bdbac5d7c0ccc1f62004352006c5acb8aebeee210d0a1304bfc9c0fab9f6b8a620c3a3bec6b3bbbcccb1babfe421,18dca9c063e774158a32d5cc48f85fc5f36b11013301a9122615318d5de3b955
